BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class
BGC0000333.1	BGC0000333.1	Cyclomarin biosynthetic gene cluster	nrps	NRPS
BGC0000334.1	BGC0000334.1	Cyclosporin biosynthetic gene cluster	nrps	NRPS
BGC0000336.1	BGC0000336.1	Daptomycin biosynthetic gene cluster	nrps	NRPS
BGC0000337.1	BGC0000337.1	Destruxins biosynthetic gene cluster	nrps	NRPS
BGC0000338.1	BGC0000338.1	Echinocandin B biosynthetic gene cluster	nrps	NRPS
BGC0000339.1	BGC0000339.1	Echinomycin biosynthetic gene cluster	nrps	NRPS
BGC0000341.1	BGC0000341.1	Enduracidin biosynthetic gene cluster	nrps	NRPS
BGC0000342.1	BGC0000342.1	Enniatin biosynthetic gene cluster	nrps	NRPS
BGC0000343.1	BGC0000343.1	Enterobactin biosynthetic gene cluster	nrps	NRPS
BGC0000344.1	BGC0000344.1	Entolysin biosynthetic gene cluster	nrps	NRPS
BGC0000347.1	BGC0000347.1	Equibactin biosynthetic gene cluster	nrps	NRPS
BGC0000348.1	BGC0000348.1	Ergovaline biosynthetic gene cluster	nrps	NRPS
BGC0000349.1	BGC0000349.1	Erythrochelin biosynthetic gene cluster	nrps	NRPS
BGC0000350.1	BGC0000350.1	ET-743 biosynthetic gene cluster	nrps	NRPS
BGC0000351.1	BGC0000351.1	Exochelin biosynthetic gene cluster	nrps	NRPS
BGC0000352.1	BGC0000352.1	Fimsbactin biosynthetic gene cluster	nrps	NRPS
BGC0000354.1	BGC0000354.1	Friulimicin biosynthetic gene cluster	nrps	NRPS
BGC0000355.1	BGC0000355.1	Fumiquinazolines biosynthetic gene cluster	nrps	NRPS
BGC0000357.1	BGC0000357.1	Fungisporin biosynthetic gene cluster	nrps	NRPS
BGC0000358.1	BGC0000358.1	Fusaricidin biosynthetic gene cluster	nrps	NRPS
BGC0000359.1	BGC0000359.1	Fuscachelin biosynthetic gene cluster	nrps	NRPS
BGC0000360.1	BGC0000360.1	GE81112 biosynthetic gene cluster	nrps	NRPS
BGC0000362.1	BGC0000362.1	Glycopeptidolipid biosynthetic gene cluster	nrps	NRPS
BGC0000363.1	BGC0000363.1	Glycopeptidolipid biosynthetic gene cluster	nrps	NRPS
BGC0000364.1	BGC0000364.1	Glycopeptidolipid biosynthetic gene cluster	nrps	NRPS
BGC0000366.1	BGC0000366.1	Gobichelin biosynthetic gene cluster	nrps	NRPS
BGC0000367.1	BGC0000367.1	Gramicidin biosynthetic gene cluster	nrps	NRPS
BGC0000368.1	BGC0000368.1	Griseobactin biosynthetic gene cluster	nrps	NRPS
BGC0000369.1	BGC0000369.1	Hassallidins biosynthetic gene cluster	nrps	NRPS
BGC0000370.1	BGC0000370.1	HC-toxin biosynthetic gene cluster	nrps	NRPS
BGC0000371.1	BGC0000371.1	Heterobactin biosynthetic gene cluster	nrps	NRPS
BGC0000373.1	BGC0000373.1	Holomycin biosynthetic gene cluster	nrps	NRPS
BGC0000374.1	BGC0000374.1	Hormaomycin biosynthetic gene cluster	nrps	NRPS
BGC0000376.1	BGC0000376.1	JBIR-34, JBIR-35 biosynthetic gene cluster	nrps	NRPS
BGC0000377.1	BGC0000377.1	Koranimine biosynthetic gene cluster	nrps	NRPS
BGC0000378.1	BGC0000378.1	Kutznerides biosynthetic gene cluster	nrps	NRPS
BGC0000379.1	BGC0000379.1	Laspartomycin biosynthetic gene cluster	nrps	NRPS
BGC0000381.1	BGC0000381.1	Lichenysin biosynthetic gene cluster	nrps	NRPS
BGC0000384.1	BGC0000384.1	Lyngbyatoxin biosynthetic gene cluster	nrps	NRPS
BGC0000388.1	BGC0000388.1	Mannopeptimycin biosynthetic gene cluster	nrps	NRPS
BGC0000389.1	BGC0000389.1	Massetolide A biosynthetic gene cluster	nrps	NRPS
BGC0000391.1	BGC0000391.1	Methylpendolmycin/pendolmycin biosynthetic gene cluster	nrps	NRPS
BGC0000392.1	BGC0000392.1	Mirubactin biosynthetic gene cluster	nrps	NRPS
BGC0000394.1	BGC0000394.1	Naphthyridinomycin biosynthetic gene cluster	nrps	NRPS
BGC0000395.1	BGC0000395.1	Nocardicin A biosynthetic gene cluster	nrps	NRPS
BGC0000396.1	BGC0000396.1	Nodularin biosynthetic gene cluster	nrps	NRPS
BGC0000397.1	BGC0000397.1	Nostocyclopeptide biosynthetic gene cluster	nrps	NRPS
BGC0000398.1	BGC0000398.1	Orfamide biosynthetic gene cluster	nrps	NRPS
BGC0000399.1	BGC0000399.1	Orfamide biosynthetic gene cluster	nrps	NRPS
BGC0000400.1	BGC0000400.1	Paenibacterin biosynthetic gene cluster	nrps	NRPS
BGC0000401.1	BGC0000401.1	Paenibactin biosynthetic gene cluster	nrps	NRPS
BGC0000403.1	BGC0000403.1	Pelgipeptin biosynthetic gene cluster	nrps	NRPS
BGC0000404.1	BGC0000404.1	Penicillin biosynthetic gene cluster	nrps	NRPS
BGC0000405.1	BGC0000405.1	Penicillin biosynthetic gene cluster	nrps	NRPS
BGC0000407.1	BGC0000407.1	Plipastatin biosynthetic gene cluster	nrps	NRPS
BGC0000408.1	BGC0000408.1	Polymyxin biosynthetic gene cluster	nrps	NRPS
BGC0000409.1	BGC0000409.1	Porothramycin biosynthetic gene cluster	nrps	NRPS
BGC0000410.1	BGC0000410.1	Pseudomonine biosynthetic gene cluster	nrps	NRPS
BGC0000411.1	BGC0000411.1	Putisolvin biosynthetic gene cluster	nrps	NRPS
BGC0000412.1	BGC0000412.1	Pyochelin biosynthetic gene cluster	nrps	NRPS
BGC0000413.1	BGC0000413.1	Pyoverdine biosynthetic gene cluster	nrps	NRPS
BGC0000414.1	BGC0000414.1	Quinocarcin biosynthetic gene cluster	nrps	NRPS
BGC0000415.1	BGC0000415.1	Quinomycin biosynthetic gene cluster	nrps	NRPS
BGC0000416.1	BGC0000416.1	Rhabdopeptides biosynthetic gene cluster	nrps	NRPS
BGC0000417.1	BGC0000417.1	Rhodochelin biosynthetic gene cluster	nrps	NRPS
BGC0000421.1	BGC0000421.1	Safracin biosynthetic gene cluster	nrps	NRPS
BGC0000423.1	BGC0000423.1	Scabichelin biosynthetic gene cluster	nrps	NRPS
BGC0000424.1	BGC0000424.1	Serobactins biosynthetic gene cluster	nrps	NRPS
BGC0000425.1	BGC0000425.1	Sessilin biosynthetic gene cluster	nrps	NRPS
BGC0000426.1	BGC0000426.1	Sevadicin biosynthetic gene cluster	nrps	NRPS
BGC0000428.1	BGC0000428.1	Sibiromycin biosynthetic gene cluster	nrps	NRPS
BGC0000429.1	BGC0000429.1	Skyllamycin biosynthetic gene cluster	nrps	NRPS
BGC0000430.1	BGC0000430.1	Spumigin biosynthetic gene cluster	nrps	NRPS
BGC0000431.1	BGC0000431.1	Stenothricin biosynthetic gene cluster	nrps	NRPS
BGC0000432.1	BGC0000432.1	Streptothricin biosynthetic gene cluster	nrps	NRPS
BGC0000433.1	BGC0000433.1	Surfactin biosynthetic gene cluster	nrps	NRPS
BGC0000434.1	BGC0000434.1	SW-163 biosynthetic gene cluster	nrps	NRPS
BGC0000435.1	BGC0000435.1	Syringafactin biosynthetic gene cluster	nrps	NRPS
BGC0000437.1	BGC0000437.1	Syringomycin biosynthetic gene cluster	nrps	NRPS
BGC0000438.1	BGC0000438.1	Syringopeptin biosynthetic gene cluster	nrps	NRPS
BGC0000439.1	BGC0000439.1	Taromycin biosynthetic gene cluster	nrps	NRPS
BGC0000443.1	BGC0000443.1	Thanamycin biosynthetic gene cluster	nrps	NRPS
BGC0000444.1	BGC0000444.1	Thaxtomin biosynthetic gene cluster	nrps	NRPS
BGC0000445.1	BGC0000445.1	Thiocoraline biosynthetic gene cluster	nrps	NRPS
BGC0000446.1	BGC0000446.1	Tilivalline biosynthetic gene cluster	nrps	NRPS
BGC0000447.1	BGC0000447.1	Tolaasin biosynthetic gene cluster	nrps	NRPS
BGC0000448.1	BGC0000448.1	Tomaymycin biosynthetic gene cluster	nrps	NRPS
BGC0000449.1	BGC0000449.1	Tridecaptin biosynthetic gene cluster	nrps	NRPS
BGC0000450.1	BGC0000450.1	Triostin A biosynthetic gene cluster	nrps	NRPS
BGC0000452.1	BGC0000452.1	Tyrocidine biosynthetic gene cluster	nrps	NRPS
BGC0000453.1	BGC0000453.1	Valinomycin biosynthetic gene cluster	nrps	NRPS
BGC0000454.1	BGC0000454.1	Vanchrobactin biosynthetic gene cluster	nrps	NRPS
BGC0000456.1	BGC0000456.1	Verlamelin biosynthetic gene cluster	nrps	NRPS
BGC0000457.1	BGC0000457.1	Vicibactin biosynthetic gene cluster	nrps	NRPS
BGC0000458.1	BGC0000458.1	Viomycin biosynthetic gene cluster	nrps	NRPS
BGC0000460.1	BGC0000460.1	Vulnibactin biosynthetic gene cluster	nrps	NRPS
BGC0000461.1	BGC0000461.1	WAP-8294A2 (lotilibcin) biosynthetic gene cluster	nrps	NRPS
BGC0000462.1	BGC0000462.1	WLIP biosynthetic gene cluster	nrps	NRPS
BGC0000463.1	BGC0000463.1	Xantholysin biosynthetic gene cluster	nrps	NRPS
BGC0000464.1	BGC0000464.1	Xenoamicins biosynthetic gene cluster	nrps	NRPS
BGC0000465.1	BGC0000465.1	Xenortide biosynthetic gene cluster	nrps	NRPS
BGC0000900.1	BGC0000900.1	Ferrichrome biosynthetic gene cluster	nrps	NRPS
BGC0000901.1	BGC0000901.1	Ferrichrome biosynthetic gene cluster	nrps	NRPS
BGC0000945.1	BGC0000945.1	Vibriobactin biosynthetic gene cluster	nrps	NRPS
BGC0000950.1	BGC0000950.1	Napsamycin biosynthetic gene cluster	nrps	NRPS
BGC0000951.1	BGC0000951.1	Pacidamycin biosynthetic gene cluster	nrps	NRPS
BGC0000956.1	BGC0000956.1	Andrimid biosynthetic gene cluster	nrps	NRPS
BGC0000964.1	BGC0000964.1	Burkholdac biosynthetic gene cluster	nrps	NRPS
BGC0000985.1	BGC0000985.1	Didemnin biosynthetic gene cluster	nrps	NRPS
BGC0000993.1	BGC0000993.1	FK228 biosynthetic gene cluster	nrps	NRPS
BGC0001018.1	BGC0001018.1	Micropeptin biosynthetic gene cluster	nrps	NRPS
BGC0001021.1	BGC0001021.1	Mycobactin biosynthetic gene cluster	nrps	NRPS
BGC0001027.1	BGC0001027.1	Nocobactin NA biosynthetic gene cluster	nrps	NRPS
BGC0001045.1	BGC0001045.1	Spiruchostatin biosynthetic gene cluster	nrps	NRPS
BGC0001050.1	BGC0001050.1	Thalassospiramide biosynthetic gene cluster	nrps	NRPS
BGC0001058.1	BGC0001058.1	Zorbamycin biosynthetic gene cluster	nrps	NRPS
BGC0001085.1	BGC0001085.1	Teleocidin B biosynthetic gene cluster	nrps	NRPS
BGC0001095.1	BGC0001095.1	Fengycin biosynthetic gene cluster	nrps	NRPS
BGC0001100.1	BGC0001100.1	Lankacidin biosynthetic gene cluster	nrps	NRPS
BGC0001117.1	BGC0001117.1	Himastatin biosynthetic gene cluster	nrps	NRPS
BGC0001123.1	BGC0001123.1	Aspirochlorine biosynthetic gene cluster	nrps	NRPS
BGC0001127.1	BGC0001127.1	Jagaricin biosynthetic gene cluster	nrps	NRPS
BGC0001128.1	BGC0001128.1	Luminmide biosynthetic gene cluster	nrps	NRPS
BGC0001132.1	BGC0001132.1	Xenotetrapeptide biosynthetic gene cluster	nrps	NRPS
BGC0001133.1	BGC0001133.1	Taxlllaid biosynthetic gene cluster	nrps	NRPS
BGC0001135.1	BGC0001135.1	Bicornutin biosynthetic gene cluster	nrps	NRPS
BGC0001142.1	BGC0001142.1	Tryptoquialanine biosynthetic gene cluster	nrps	NRPS
BGC0001147.1	BGC0001147.1	Distamycin biosynthetic gene cluster	nrps	NRPS
BGC0001149.1	BGC0001149.1	Brabantamide biosynthetic gene cluster	nrps	NRPS
BGC0001152.1	BGC0001152.1	Fusaricidin biosynthetic gene cluster	nrps	NRPS
BGC0001153.1	BGC0001153.1	Polymyxin biosynthetic gene cluster	nrps	NRPS
BGC0001166.1	BGC0001166.1	HC-toxin biosynthetic gene cluster	nrps	NRPS
BGC0001185.1	BGC0001185.1	Bacillibactin biosynthetic gene cluster	nrps	NRPS
BGC0001189.1	BGC0001189.1	Taiwachelin biosynthetic gene cluster	nrps	NRPS
BGC0001192.1	BGC0001192.1	Colistin biosynthetic gene cluster	nrps	NRPS
BGC0001193.1	BGC0001193.1	Thiolutin biosynthetic gene cluster	nrps	NRPS
BGC0001196.1	BGC0001196.1	Desotamide biosynthetic gene cluster	nrps	NRPS
BGC0001207.1	BGC0001207.1	Teixobactin biosynthetic gene cluster	nrps	NRPS
BGC0001208.1	BGC0001208.1	Poaeamide biosynthetic gene cluster	nrps	NRPS
BGC0001211.1	BGC0001211.1	Albachelin biosynthetic gene cluster	nrps	NRPS
BGC0001214.1	BGC0001214.1	Marformycins biosynthetic gene cluster	nrps	NRPS
BGC0001220.1	BGC0001220.1	Aculeacin A biosynthetic gene cluster	nrps	NRPS
BGC0001225.1	BGC0001225.1	Celesticetin biosynthetic gene cluster	nrps	NRPS
BGC0001228.1	BGC0001228.1	Retimycin biosynthetic gene cluster	nrps	NRPS
BGC0001240.1	BGC0001240.1	Serinocyclin A / serinocyclin B biosynthetic gene cluster	nrps	NRPS
BGC0001249.1	BGC0001249.1	Dimethylcoprogen biosynthetic gene cluster	nrps	NRPS
BGC0001250.1	BGC0001250.1	Epichloenin A biosynthetic gene cluster	nrps	NRPS
BGC0001251.1	BGC0001251.1	Epichloenin A biosynthetic gene cluster	nrps	NRPS
BGC0001261.1	BGC0001261.1	AM-toxin biosynthetic gene cluster	nrps	NRPS
BGC0001263.1	BGC0001263.1	Ergometrine biosynthetic gene cluster	nrps	NRPS
BGC0001297.1	BGC0001297.1	WS9326 biosynthetic gene cluster	nrps	NRPS
BGC0001312.1	BGC0001312.1	Viscosin biosynthetic gene cluster	nrps	NRPS
BGC0001345.1	BGC0001345.1	Myxochelin biosynthetic gene cluster	nrps	NRPS
BGC0001346.1	BGC0001346.1	Bananamides biosynthetic gene cluster	nrps	NRPS
BGC0001347.1	BGC0001347.1	Poaeamide B biosynthetic gene cluster	nrps	NRPS
BGC0001368.1	BGC0001368.1	Tambromycin biosynthetic gene cluster	nrps	NRPS
BGC0001370.1	BGC0001370.1	Lipopeptide 8D1-1 / lipopeptide 8D1-2 biosynthetic gene cluster	nrps	NRPS
BGC0001371.1	BGC0001371.1	Echinocandin B biosynthetic gene cluster	nrps	NRPS
BGC0001382.1	BGC0001382.1	Svaricin biosynthetic gene cluster	nrps	NRPS
BGC0001389.1	BGC0001389.1	Cichopeptin biosynthetic gene cluster	nrps	NRPS
BGC0001393.1	BGC0001393.1	Lugdunin biosynthetic gene cluster	nrps	NRPS
BGC0001399.1	BGC0001399.1	Fellutamide B biosynthetic gene cluster	nrps	NRPS
BGC0001402.1	BGC0001402.1	Cyclochlorotine biosynthetic gene cluster	nrps	NRPS
BGC0001406.1	BGC0001406.1	Telomycin biosynthetic gene cluster	nrps	NRPS
BGC0001413.1	BGC0001413.1	Cystobactamide biosynthetic gene cluster	nrps	NRPS
BGC0001414.1	BGC0001414.1	Griselimycin biosynthetic gene cluster	nrps	NRPS
BGC0001416.1	BGC0001416.1	Nunapeptin / nunamycin biosynthetic gene cluster	nrps	NRPS
